modelo,estrato,pmid,gold,resposta,pubs_gold,pubs_chutado,razao,chute_no_abstract
gemma4_31b,Q3_Baixa_Popularidade,33469885,ADAMTS18,CDH17,40,71,1.775,False
gemma4_31b,Q3_Baixa_Popularidade,22267732,TULA-2,SHP-1,75,468,6.24,False
gemma4_31b,Q3_Baixa_Popularidade,36951484,USP32,USP22,55,195,3.5454545454545454,False
gemma4_31b,Q3_Baixa_Popularidade,26722434,Contactin 1,NCAM1,97,409,4.216494845360825,False
gemma4_31b,Q3_Baixa_Popularidade,28383551,p45 NF-E2,Nrf2,83,121,1.4578313253012047,False
gemma4_31b,Q3_Baixa_Popularidade,18029424,KIN17,Nrf2,72,121,1.6805555555555556,False
gemma4_31b,Q3_Baixa_Popularidade,29974973,LIPH,KRT17,56,222,3.9642857142857144,False
gemma4_31b,Q3_Baixa_Popularidade,24190897,Soggy,BMP4,23,513,22.304347826086957,False
gemma4_31b,Q3_Baixa_Popularidade,25449536,CCL4L2,CCL5,36,821,22.805555555555557,False
gemma4_31b,Q3_Baixa_Popularidade,20876810,UGT2B17,UGT2B15,98,96,0.9795918367346939,False
gemma4_31b,Q3_Baixa_Popularidade,29126969,SNHG16,LINC00662,97,28,0.28865979381443296,False
gemma4_31b,Q3_Baixa_Popularidade,20692050,Glypican-5,Sema3A,69,204,2.9565217391304346,False
gemma4_31b,Q3_Baixa_Popularidade,17882223,KIR2DS3,KIR2DL2,99,175,1.7676767676767677,True
gemma4_31b,Q3_Baixa_Popularidade,20921899,CMKLR1,CCR2,91,553,6.076923076923077,False
gemma4_31b,Q3_Baixa_Popularidade,28759956,Fer-1-like protein 4,NEAT1,38,473,12.447368421052632,False
gemma4_31b,Q3_Baixa_Popularidade,16617106,Su48,CEP135,57,71,1.2456140350877194,False
gemma4_31b,Q3_Baixa_Popularidade,26054975,miR-573,miR-145,19,664,34.94736842105263,False
gemma4_31b,Q3_Baixa_Popularidade,17426099,PAX4,HNF1A,76,542,7.131578947368421,False
gemma4_31b,Q3_Baixa_Popularidade,24899684,DDX43,DDX5,44,541,12.295454545454545,False
gemma4_31b,Q3_Baixa_Popularidade,34781077,KIF15,HSP90AB1,82,649,7.914634146341464,False
gemma4_31b,Q3_Baixa_Popularidade,29697486,ETV2,Ets1,32,454,14.1875,False
gemma4_31b,Q3_Baixa_Popularidade,28270545,TMEM165,COG5,90,59,0.6555555555555556,False
gemma4_31b,Q3_Baixa_Popularidade,24098452,CCNJ,SIRT1,17,1828,107.52941176470588,False
gemma4_31b,Q3_Baixa_Popularidade,31285420,4-hydroxyphenylpyruvate dioxygenase,TAT,37,41,1.1081081081081081,False
gemma4_31b,Q3_Baixa_Popularidade,17355957,ZnT5,SLC30A1,60,97,1.6166666666666667,False
gemma4_31b,Q3_Baixa_Popularidade,37189200,OTOF,PCDH15,80,128,1.6,False
gemma4_31b,Q3_Baixa_Popularidade,22223847,Nkx2.8,NKX2-1,22,336,15.272727272727273,False
gemma4_31b,Q3_Baixa_Popularidade,35108062,CECR2,BRD4,34,524,15.411764705882353,False
gemma4_31b,Q3_Baixa_Popularidade,17137291,NY-ESO-1,MAGE-C2,26,61,2.3461538461538463,False
gemma4_31b,Q3_Baixa_Popularidade,38480859,MKRN1,TOP2A,58,692,11.931034482758621,False
gemma4_31b,Q3_Baixa_Popularidade,34697154,Kallikrein 11,SIRT1,58,1828,31.517241379310345,False
gemma4_31b,Q3_Baixa_Popularidade,22116073,DNMT3L,SYCP3,55,43,0.7818181818181819,False
gemma4_31b,Q3_Baixa_Popularidade,33361334,FAM83F,FAM83A,21,48,2.2857142857142856,False
gemma4_31b,Q3_Baixa_Popularidade,38280429,FOXS1,SMAD7,25,408,16.32,False
gemma4_31b,Q3_Baixa_Popularidade,23041287,calcium-modulating cyclophilin ligand,GET1,85,31,0.36470588235294116,False
gemma4_31b,Q3_Baixa_Popularidade,26813458,TP53INP1,ATG16L,70,314,4.485714285714286,False
gemma4_31b,Q3_Baixa_Popularidade,10825153,Cabin1,HDAC5,81,223,2.753086419753086,False
gemma4_31b,Q3_Baixa_Popularidade,27008867,C8ORF37,CEP290,25,173,6.92,False
gemma4_31b,Q4_Cauda_Longa,36038548,LINC00239,LINC00662,4,28,7.0,False
gemma4_31b,Q4_Cauda_Longa,8001978,RPL7P,RPL7,2,344,172.0,True
gemma4_31b,Q4_Cauda_Longa,36161911,TMEM95,IZUMO1,9,25,2.7777777777777777,False
gemma4_31b,Q4_Cauda_Longa,26078803,CXorf49,C1orf112,2,31,15.5,False
gemma4_31b,Q4_Cauda_Longa,18537981,GLC3B,GLC3A,2,592,296.0,False
gemma4_31b,Q4_Cauda_Longa,18364739,PSORS5,PSORS2,6,84,14.0,False
gemma4_31b,Q4_Cauda_Longa,34019714,RBM5-AS1,LINC00662,9,28,3.111111111111111,False
gemma4_31b,Q4_Cauda_Longa,33174047,LINC01535,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,37848981,Linc00969,LINC00662,8,28,3.5,False
gemma4_31b,Q4_Cauda_Longa,21701570,TMEM212,FTO,9,1053,117.0,False
gemma4_31b,Q4_Cauda_Longa,37225681,PAXIP1-AS1,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,31300455,ZC3H11B,KCNJ1,9,63,7.0,False
gemma4_31b,Q4_Cauda_Longa,28895409,ASAP1-IT1,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,18454873,PCAN1,PSA,8,477,59.625,False
gemma4_31b,Q4_Cauda_Longa,33401249,FAM138B,linc00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,2340091,NATP,NAT3,5,33,6.6,False
gemma4_31b,Q4_Cauda_Longa,34132072,LINC01508,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,26291312,LUADT1,LINC00657,6,97,16.166666666666668,False
gemma4_31b,Q4_Cauda_Longa,32306523,RSF1-IT2,MALAT1,1,682,682.0,False
gemma4_31b,Q4_Cauda_Longa,31421822,EIF3J-AS1,LINC00662,6,28,4.666666666666667,False
gemma4_31b,Q4_Cauda_Longa,15820313,C14ORF19,C14ORF12,2,1,0.5,False
gemma4_31b,Q4_Cauda_Longa,33965958,ARAP1-AS1,LINC00662,9,28,3.111111111111111,False
gemma4_31b,Q4_Cauda_Longa,38568442,HLA-F antisense RNA 1,LINC00657,8,97,12.125,False
gemma4_31b,Q4_Cauda_Longa,28034876,DTHD1,CASP8,9,983,109.22222222222223,False
gemma4_31b,Q4_Cauda_Longa,32769868,miR-4293,MTHFR,8,3864,483.0,False
gemma4_31b,Q4_Cauda_Longa,32282962,Osteoclast stimulatory transmembrane protein,S100A4,5,408,81.6,False
gemma4_31b,Q4_Cauda_Longa,29917257,MHRT,NEAT1,7,473,67.57142857142857,False
gemma4_31b,Q4_Cauda_Longa,18669637,FGF-binding protein 3,hBP3,7,31,4.428571428571429,True
gemma4_31b,Q4_Cauda_Longa,32216054,LOC101928100,LINC00152,4,100,25.0,False
gemma4_31b,Q4_Cauda_Longa,24980697,PEG13,KCNK9,5,91,18.2,True
gemma4_31b,Q4_Cauda_Longa,33649783,RPLP0P2,SNHG12,8,67,8.375,False
gemma4_31b,Q4_Cauda_Longa,29945347,GACAT3,SNHG16,9,97,10.777777777777779,False
gemma4_31b,Q4_Cauda_Longa,26061759,MT-TF,MT-ND1,8,154,19.25,False
gemma4_31b,Q4_Cauda_Longa,36149758,LINC00960,LINC00690,6,1,0.16666666666666666,True
gemma4_31b,Q4_Cauda_Longa,31691516,LINC00426,NEAT1,4,473,118.25,False
gemma4_31b,Q4_Cauda_Longa,32351291,DNAH17-AS1,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,32533688,LINC01207,SIAH2,7,133,19.0,False
gemma4_31b,Q4_Cauda_Longa,27779102,fatty acid-binding protein 9,FABP7,6,91,15.166666666666666,False
gemma4_31b,Q4_Cauda_Longa,36311770,METTL24,METTL16,4,80,20.0,False
gemma4_31b,Q4_Cauda_Longa,15607332,SLC5A9,SGLT6,9,20,2.2222222222222223,False
gemma4_31b,Q4_Cauda_Longa,12673650,MRX81,MRX16,1,742,742.0,False
gemma4_31b,Q4_Cauda_Longa,30964168,microRNA-4301,p21,6,7,1.1666666666666667,False
gemma4_31b,Q4_Cauda_Longa,33236153,EZR-AS1,SNHG12,3,67,22.333333333333332,False
gemma4_31b,Q4_Cauda_Longa,22547800,LRRC38,LRRC65,4,30,7.5,False
gemma4_31b,Q4_Cauda_Longa,32062699,SNORD44,SNORD3A,4,15,3.75,False
gemma4_31b,Q4_Cauda_Longa,39254474,TFAP2A-AS1,LINC00662,7,28,4.0,False
gemma4_31b,Q4_Cauda_Longa,10535461,NIDDM2,CIT,2,112,56.0,False
gemma4_31b,Q4_Cauda_Longa,17103222,FAM71B,SFPQ,9,468,52.0,False
gemma4_31b,Q4_Cauda_Longa,36028821,Hsa-miR-1248,hsa-miR-635,8,7,0.875,True
gemma4_31b,Q4_Cauda_Longa,25448679,HEPN1,GADD45B,8,80,10.0,False
gemma4_31b,Q4_Cauda_Longa,38139448,SNORD81,SNORD75,5,4,0.8,False
gemma4_31b,Q4_Cauda_Longa,36726346,LINC00886,LINC00518,7,14,2.0,False
gemma4_31b,Q4_Cauda_Longa,31197235,LINC00284,LINC00515,5,2,0.4,False
gemma4_31b,Q4_Cauda_Longa,15915442,SEPT13,SEPT14,7,21,3.0,False
gemma4_31b,Q4_Cauda_Longa,22094112,PANO,NPM1,2,1194,597.0,False
gemma4_31b,Q4_Cauda_Longa,31827084,XACT,XIST,5,263,52.6,False
gemma4_31b,Q4_Cauda_Longa,37582104,PAXIP1-AS1,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,38498586,SNHG18,NEAT1,9,473,52.55555555555556,False
gemma4_31b,Q4_Cauda_Longa,35343265,LINC00092,LINC00662,6,28,4.666666666666667,False
gemma4_31b,Q4_Cauda_Longa,22643131,CTXN3,SLC12A3,8,169,21.125,False
gemma4_31b,Q4_Cauda_Longa,11486273,MS4A10,MS4A6A,9,28,3.111111111111111,True
gemma4_31b,Q4_Cauda_Longa,25432241,NATP,NAT3,5,33,6.6,True
gemma4_31b,Q4_Cauda_Longa,32130753,LOC100133669,LINC00662,4,28,7.0,False
gemma4_31b,Q4_Cauda_Longa,38493358,CLDN25,CLDN10,7,50,7.142857142857143,False
gemma4_31b,Q4_Cauda_Longa,37867401,LINC00501,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,27649891,PRSS37,SPATA12,9,10,1.1111111111111112,False
gemma4_31b,Q4_Cauda_Longa,11381029,CDRT15,GPR126,6,71,11.833333333333334,False
gemma4_31b,Q4_Cauda_Longa,34768622,C1orf127,DNAH5,9,70,7.777777777777778,False
gemma4_31b,Q4_Cauda_Longa,37248611,miR-5193,miR-145,7,664,94.85714285714286,False
gemma4_31b,Q4_Cauda_Longa,19401682,AUTS1,AUTS2,2,91,45.5,False
gemma4_31b,Q4_Cauda_Longa,12130684,FMO6,FMO4,7,18,2.5714285714285716,False
gemma4_31b,Q4_Cauda_Longa,11747429,S100Z,S100A10,7,198,28.285714285714285,False
gemma4_31b,Q4_Cauda_Longa,36918789,LSAMP-AS1,LINC00662,1,28,28.0,False
gemma4_31b,Q4_Cauda_Longa,37084822,LINC00486,LINC00518,6,14,2.3333333333333335,False
gemma4_31b,Q4_Cauda_Longa,3446578,CSTP1,CST3,8,646,80.75,False
gemma4_31b,Q4_Cauda_Longa,14531651,Testis expressed sequence 13B,TCTE1L,7,41,5.857142857142857,True
gemma4_31b,Q4_Cauda_Longa,27272474,LINC00628,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,32978449,LINC00336,SCNN1A,4,220,55.0,False
gemma4_31b,Q4_Cauda_Longa,33325089,miR-1587,miR-21,6,1580,263.3333333333333,False
gemma4_31b,Q4_Cauda_Longa,29346528,FLJ22447,LINC00517,3,2,0.6666666666666666,False
gemma4_31b,Q4_Cauda_Longa,32816024,miR-4454,MIR200c,9,353,39.22222222222222,False
gemma4_31b,Q4_Cauda_Longa,3481956,esterase B3,BCHE,1,276,276.0,False
gemma4_31b,Q4_Cauda_Longa,34339392,SPRR2C,PVT1,8,314,39.25,False
gemma4_31b,Q4_Cauda_Longa,27748806,lncUSMycN,PVT1,4,314,78.5,False
gemma4_31b,Q4_Cauda_Longa,28450954,LOC389332,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,18844450,testis serine protease 1,TSP1,5,631,126.2,False
gemma4_31b,Q4_Cauda_Longa,30205394,miR-4633,miR-145,3,664,221.33333333333334,False
gemma4_31b,Q4_Cauda_Longa,40442284,RNU5B-1,RNU4-2,6,11,1.8333333333333333,True
gemma4_31b,Q4_Cauda_Longa,30131483,miR-718,miR-21,9,1580,175.55555555555554,True
gemma4_31b,Q4_Cauda_Longa,35300558,PTPRG-AS1,SNHG12,9,67,7.444444444444445,False
gemma4_31b,Q4_Cauda_Longa,39300525,SNHG22,SNHG12,7,67,9.571428571428571,False
gemma4_31b,Q4_Cauda_Longa,33562724,BCRP1,ABCG2,5,946,189.2,False
gemma4_31b,Q4_Cauda_Longa,36708020,DICER1-AS1,SNHG12,4,67,16.75,False
gemma4_31b,Q4_Cauda_Longa,20832056,SULT6B1,ZNF804A,9,140,15.555555555555555,False
gemma4_31b,Q4_Cauda_Longa,25410892,Otos,GJB2,9,861,95.66666666666667,False
gemma4_31b,Q4_Cauda_Longa,35679761,SNHG22,LINC00511,7,42,6.0,False
gemma4_31b,Q4_Cauda_Longa,31331909,FAM225A,LINC00662,7,28,4.0,False
gemma4_31b,Q4_Cauda_Longa,12032737,ERDA1,CACNA1C,6,398,66.33333333333333,False
gemma4_31b,Q4_Cauda_Longa,26003415,PPIEL,DLK1,8,188,23.5,False
gemma4_31b,Q4_Cauda_Longa,31280115,LINC00639,LINC00152,2,100,50.0,False
gemma4_31b,Q4_Cauda_Longa,33179755,LINC00861,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,31158361,TONSL-AS1,LINC00662,4,28,7.0,False
gemma4_31b,Q4_Cauda_Longa,31702382,LINC00974,MALAT1,6,682,113.66666666666667,False
gemma4_31b,Q4_Cauda_Longa,38568058,LINC00524,LINC00662,1,28,28.0,False
gemma4_31b,Q4_Cauda_Longa,36721155,LINC01004,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,18325041,DFNB45,DFNB21,1,50,50.0,False
gemma4_31b,Q4_Cauda_Longa,35184643,Long intergenic non-protein coding RNA 115,LINC00657,5,97,19.4,False
gemma4_31b,Q4_Cauda_Longa,9790502,BVR1,PVT1,2,314,157.0,True
gemma4_31b,Q4_Cauda_Longa,26458771,Tifab,RNF128,8,56,7.0,False
gemma4_31b,Q4_Cauda_Longa,33299501,FAM225B,LINC00152,8,100,12.5,False
gemma4_31b,Q4_Cauda_Longa,20068295,PXT1,PMP70,5,207,41.4,False
gemma4_31b,Q4_Cauda_Longa,36856111,LINC00992,LINC00517,5,2,0.4,False
gemma4_31b,Q4_Cauda_Longa,35088190,Linc00852,LINC00662,7,28,4.0,False
gemma4_31b,Q4_Cauda_Longa,20837016,LST-3TM12,ABCG8,7,137,19.571428571428573,True
gemma4_31b,Q4_Cauda_Longa,28926089,LINC00968,LINC00657,9,97,10.777777777777779,False
gemma4_31b,Q4_Cauda_Longa,23533661,C7ORF29,ZBED11,9,11,1.2222222222222223,False
gemma4_31b,Q4_Cauda_Longa,30991076,LINC01207,H19,7,570,81.42857142857143,False
gemma4_31b,Q4_Cauda_Longa,19030898,DFNA59,DFNB11,1,62,62.0,False
gemma4_31b,Q4_Cauda_Longa,33006432,FAM225A,LINC00662,7,28,4.0,False
gemma4_31b,Q4_Cauda_Longa,29416755,ADAM20,ADAM2,8,21,2.625,False
gemma4_31b,Q4_Cauda_Longa,23495172,C18orf62,SETBP1,8,86,10.75,False
gemma4_31b,Q4_Cauda_Longa,27787509,DINO,p53R2,5,104,20.8,False
gemma4_31b,Q4_Cauda_Longa,35663324,LINC01485,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,35687049,LINC01614,LINC00657,9,97,10.777777777777779,False
gemma4_31b,Q4_Cauda_Longa,37960753,LINC01600,LINC00662,9,28,3.111111111111111,False
gemma4_31b,Q4_Cauda_Longa,30809827,FABP12,KRT17,9,222,24.666666666666668,False
gemma4_31b,Q4_Cauda_Longa,34617815,LINC00683,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,38787854,MAMDC4,Numb,9,256,28.444444444444443,False
gemma4_31b,Q4_Cauda_Longa,30787392,LINC00336,LINC00662,4,28,7.0,False
gemma4_31b,Q4_Cauda_Longa,10922056,UBC4,CDC26,4,68,17.0,True
gemma4_31b,Q4_Cauda_Longa,32572878,Linc00703,SNHG12,4,67,16.75,False
gemma4_31b,Q4_Cauda_Longa,31982037,NHEG1,LINC00152,3,100,33.333333333333336,False
gemma4_31b,Q4_Cauda_Longa,36841801,LINC00543,LINC00662,2,28,14.0,False
gemma4_31b,Q4_Cauda_Longa,37263619,LRRC75A,KLF2,8,195,24.375,False
gemma4_31b,Q4_Cauda_Longa,16769699,SLED1,IFI27,4,73,18.25,True
gemma4_31b,Q4_Cauda_Longa,37955081,LINC01569,LINC00662,2,28,14.0,False
gemma4_31b,Q4_Cauda_Longa,28904974,MiR-3148,hsa-miR-20a,7,241,34.42857142857143,False
gemma4_31b,Q4_Cauda_Longa,36490268,CCDC175,RXRG,7,102,14.571428571428571,True
gemma4_31b,Q4_Cauda_Longa,11672774,HMGIYL1,HMGIY,3,452,150.66666666666666,True
gemma4_31b,Q4_Cauda_Longa,34789312,SNHG25,MALAT1,8,682,85.25,False
gemma4_31b,Q4_Cauda_Longa,12213198,TPM3L2,ACTN4,3,423,141.0,False
gemma4_31b,Q4_Cauda_Longa,9674898,DFNB17,DFNB68,2,102,51.0,False
gemma4_31b,Q4_Cauda_Longa,34308874,ATFB5,PITX2,3,226,75.33333333333333,False
gemma4_31b,Q4_Cauda_Longa,23303384,FONG,FTCD,9,30,3.3333333333333335,False
gemma4_31b,Q4_Cauda_Longa,34253104,LINC00942,LINC00511,3,42,14.0,False
gemma4_31b,Q4_Cauda_Longa,30429477,ARHGEF33,KRAS,7,3056,436.57142857142856,False
gemma4_31b,Q4_Cauda_Longa,32311343,LINC00612,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,34787047,prostate cancer-associated transcript 18,LINC00662,7,28,4.0,False
gemma4_31b,Q4_Cauda_Longa,25298122,STL,ORAI1,3,407,135.66666666666666,False
gemma4_31b,Q4_Cauda_Longa,30914197,LOC730100,LINC00152,7,100,14.285714285714286,False
gemma4_31b,Q4_Cauda_Longa,25108386,C1orf141,IL12RB2,9,106,11.777777777777779,False
gemma4_31b,Q4_Cauda_Longa,21345374,Airn,ANRIL,8,325,40.625,False
gemma4_31b,Q4_Cauda_Longa,27342777,SOCS2-AS1,PRNCR1,9,32,3.5555555555555554,False
gemma4_31b,Q4_Cauda_Longa,34268074,LOC100505851,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,37199315,LPP-AS2,LINC00662,5,28,5.6,False
gemma4_31b,Q4_Cauda_Longa,33566867,olfactory receptor family 51 subfamily j member 1,OR51E1,5,18,3.6,False
gemma4_31b,Q4_Cauda_Longa,23768067,C6orf70,Ire1,8,325,40.625,True
gemma4_31b,Q4_Cauda_Longa,17143515,MOST-1,MYC,4,2704,676.0,False
gemma4_31b,Q4_Cauda_Longa,23050561,OCA5,SLC45A2,1,82,82.0,False
gemma4_31b,Q4_Cauda_Longa,27460352,PCAT-14,PCGEM1,4,41,10.25,False
gemma4_31b,Q4_Cauda_Longa,31442606,LINC00997,LINC00662,3,28,9.333333333333334,False
gemma4_31b,Q4_Cauda_Longa,15958501,DFNA53,DFNA40,1,49,49.0,False
gemma4_31b,Q4_Cauda_Longa,24908062,RP11-462C24.1,LINC00662,9,28,3.111111111111111,False
gemma4_31b,Q4_Cauda_Longa,14676822,SULT6B1,SULT1E1,9,86,9.555555555555555,False
gemma4_31b,Q4_Cauda_Longa,31612616,miR-4510,miR-122,7,434,62.0,False
gemma4_31b,Q4_Cauda_Longa,29145177,CPS1-IT1,GAS5,6,264,44.0,False
gemma4_31b,Q4_Cauda_Longa,9387929,U22,U85,7,7,1.0,False
gemma4_31b,Q4_Cauda_Longa,24141781,DUNQU1,LINC00657,1,97,97.0,False
gemma4_31b,Q4_Cauda_Longa,28622593,linc00462,HULC,2,96,48.0,False
gemma4_31b,Q4_Cauda_Longa,37661873,LOC100130460,TUG1,8,235,29.375,False
gemma4_31b,Q4_Cauda_Longa,25842979,lncTCF7,LINC00657,5,97,19.4,False
gemma4_31b,Q4_Cauda_Longa,32720740,miR-5688,miR-145,3,664,221.33333333333334,False
gemma4_31b,Q4_Cauda_Longa,30496345,CCDC144NL-AS1,LINC00662,4,28,7.0,False
gemma4_31b,Q4_Cauda_Longa,32749762,ERICD,LINC00662,2,28,14.0,False
gemma4_31b,Q4_Cauda_Longa,14962666,MESTIT1,PEG10,4,135,33.75,False
gemma4_31b,Q4_Cauda_Longa,21667337,C9orf69,RBM3,7,137,19.571428571428573,False
gemma4_31b,Q4_Cauda_Longa,33771634,LINC01235,LINC00657,4,97,24.25,False
gemma4_31b,Q4_Cauda_Longa,1682866,His-1,Gin-1,2,16,8.0,True
gemma4_31b,Q4_Cauda_Longa,24906397,lncUSMycN,LINC00152,4,100,25.0,False
gemma4_31b,Q4_Cauda_Longa,30443961,SCARNA2,LINC00662,8,28,3.5,False
gemma4_31b,Q4_Cauda_Longa,28336556,MicroRNA-548p,miR-122,3,434,144.66666666666666,False
gemma4_31b,Q4_Cauda_Longa,16174644,ARSH,ARSJ,3,11,3.6666666666666665,True
gemma4_31b,Q4_Cauda_Longa,26210449,miR-3651,SIRT1,8,1828,228.5,False
gemma4_31b,Q4_Cauda_Longa,15526294,MRX82,MRX15,1,21,21.0,False
gemma4_31b,Q4_Cauda_Longa,29095316,LOC102724340,SNCG,1,133,133.0,False
gemma4_31b,Q4_Cauda_Longa,15676287,BEYLA,BPY2,3,15,5.0,True
gemma4_31b,Q4_Cauda_Longa,30317610,gastric cancer-associated transcript 3,LINC00662,9,28,3.111111111111111,False
gemma4_31b,Q4_Cauda_Longa,18347022,GPR20,GPR158,8,29,3.625,False
gemma4_31b,Q4_Cauda_Longa,16889908,PRNT,PRND,8,43,5.375,True
gemma4_31b,Q4_Cauda_Longa,36552724,OR10A3,OR51E1,8,18,2.25,False
gemma4_31b,Q4_Cauda_Longa,23118302,MS4A4E,PNPLA2,8,146,18.25,False
gemma4_31b,Q4_Cauda_Longa,38293907,UBAP1L,CPLANE1,6,45,7.5,False
gemma4_31b,Q4_Cauda_Longa,37801987,betaTrCP1,FBXO11,1,122,122.0,False
gemma4_31b,Q4_Cauda_Longa,38553452,SNHG26,LINC00662,4,28,7.0,False
gemma4_31b,Q4_Cauda_Longa,36182945,miR-1268a,miR-21,5,1580,316.0,False
gemma4_31b,Q4_Cauda_Longa,29367600,Transmembrane protein 170B,SFRP2,4,141,35.25,False
gemma4_31b,Q4_Cauda_Longa,34527595,WAC-AS1,SNHG15,7,45,6.428571428571429,False
gemma4_31b,Q4_Cauda_Longa,20228798,IL17REL,NOD2,7,1001,143.0,False
gemma4_31b,Q4_Cauda_Longa,11836362,DYX3,DYX1C1,2,58,29.0,False
gemma4_31b,Q4_Cauda_Longa,33910210,LINC01061,TERT,7,2104,300.57142857142856,False
gemma4_31b,Q4_Cauda_Longa,33968966,LINC00847,LINC00662,9,28,3.111111111111111,False
gemma4_31b,Q4_Cauda_Longa,32525601,LINC00853,LINC01419,6,7,1.1666666666666667,True
gemma4_31b,Q1_Super_Populares,27122154,HIF-1alpha,E2F1,3911,970,0.24801840961390947,False
gemma4_31b,Q1_Super_Populares,2469768,Fas,TNC,1262,331,0.2622820919175911,False
gemma4_31b,Q1_Super_Populares,18359883,IL-6,IL-8,5468,2502,0.45757132406730067,False
gemma4_31b,Q1_Super_Populares,22355348,VEGFA,C3,5214,759,0.14556962025316456,False
gemma4_31b,Q1_Super_Populares,25231232,heme oxygenase-1,Bcl-2,1207,2227,1.8450704225352113,False
gemma4_31b,Q1_Super_Populares,21245169,BRCA1,Rb,3456,1426,0.41261574074074076,False
gemma4_31b,Q1_Super_Populares,14661818,IFN-gamma,TNF,2159,6448,2.9865678554886523,False
gemma4_31b,Q1_Super_Populares,8881045,IL10,CYP2D6,3484,1089,0.31257175660160735,False
gemma4_31b,Q1_Super_Populares,32572911,CXCR4,SNAI2,2180,422,0.19357798165137616,False
gemma4_31b,Q1_Super_Populares,23255668,brain-derived neurotrophic factor,MTR,2560,491,0.191796875,False
gemma4_31b,Q1_Super_Populares,12666851,Methylene tetrahydrofolate reductase,LDLR,3864,897,0.23214285714285715,False
gemma4_31b,Q1_Super_Populares,27626171,RHOA,Src,1175,1520,1.2936170212765958,False
gemma4_31b,Q1_Super_Populares,27692705,BRCA2,CHEK2,2214,691,0.3121047877145438,False
gemma4_31b,Q1_Super_Populares,26549519,Bcl-2,Atg14,2227,129,0.057925460260440056,True
gemma4_31b,Q1_Super_Populares,23733877,Bcl-2,FOXP3,2227,1171,0.5258194881005838,False
gemma4_31b,Q1_Super_Populares,28463527,PARP-1,ATR,1610,107,0.06645962732919254,False
gemma4_31b,Q1_Super_Populares,39390397,FTO,ALKBH5,1053,173,0.16429249762583095,False
gemma4_31b,Q1_Super_Populares,15539626,interleukin-1beta,TNF,3216,6448,2.0049751243781095,False
gemma4_31b,Q1_Super_Populares,18752908,catechol-O-methyltransferase,GSTP1,2081,1727,0.829889476213359,False
gemma4_31b,Q1_Super_Populares,16306115,SDF1,JAK2,1471,1813,1.2324949014276003,False
gemma4_31b,Q1_Super_Populares,19861239,cJun,CREB3L1,1330,68,0.05112781954887218,False
gemma4_31b,Q1_Super_Populares,26676749,STAT1,STAT3,1158,3707,3.2012089810017272,False
gemma4_31b,Q1_Super_Populares,22178589,BRAF,TP53,2752,11629,4.225654069767442,False
gemma4_31b,Q1_Super_Populares,27111394,TGF-Beta 1,AKT,5008,3746,0.7480031948881789,False
gemma4_31b,Q1_Super_Populares,20430366,IL-6,TGFB1,5468,5008,0.9158741770299926,False
gemma4_31b,Q1_Super_Populares,33973090,PTEN,PUMA,2820,239,0.08475177304964539,False
gemma4_31b,Q1_Super_Populares,34520285,CXCL12,STAT3,1471,3707,2.520054384772264,False
gemma4_31b,Q1_Super_Populares,36401062,adiponectin,GH,2464,480,0.19480519480519481,False
gemma4_31b,Q1_Super_Populares,30898699,TLR2,SIRT1,1624,1828,1.125615763546798,False
gemma4_31b,Q1_Super_Populares,21184735,E-cadherin,TIMP3,2236,373,0.16681574239713776,False
gemma4_31b,Q1_Super_Populares,20730487,BRCA1/2,BRCA1,2214,3456,1.5609756097560976,False
gemma4_31b,Q1_Super_Populares,31983166,CXCR4,CD44,2180,1496,0.6862385321100918,False
gemma4_31b,Q1_Super_Populares,20832323,c-Met,VEGF,1421,5214,3.669247009148487,False
gemma4_31b,Q1_Super_Populares,16249002,monocyte chemoattractant protein-1,NOX4,1642,398,0.24238733252131547,False
gemma4_31b,Q1_Super_Populares,15380464,C-reactive protein,LPL,2459,787,0.3200488003253355,False
gemma4_31b,Q1_Super_Populares,24729086,GSTM1,GSTT1,2270,1900,0.8370044052863436,False
gemma4_31b,Q1_Super_Populares,16273766,Interleukin-18,TNF,1191,6448,5.413937867338371,False
gemma4_31b,Q1_Super_Populares,30468638,Beta2-adrenergic receptor,ADAM33,1130,161,0.1424778761061947,False
