modelo,estrato,pmid,gold_answer,resposta_modelo,alias_nebb,termo_que_casou,origem_termo,comprimento_termo,casou_por_alias,casou_por_resposta,contexto,veredito_manual,nota_revisor
gemma4_31b,Q3_Baixa_Popularidade,32367058,sorbitol dehydrogenase,SORD,sord,sord,alias_nebb,4,True,True,...biallelic mutations in sord cause a common and potentially treatable hereditary neuropa...,,
gemma4_31b,Q3_Baixa_Popularidade,37822942,MicroRNA-510,miR-510-5p,mir-510,mir-510,alias_nebb,7,True,True,...mechanism of cav1 loss is unknown. we previously identified mir-510-5p as a novel oncomir and propose here that the high levels...,,
gemma4_31b,Q2_Medios,11257441,Sortilin,gp95/NTS receptor 3,gp95,gp95,alias_nebb,4,True,False,"...n signaling and cellular trafficking? the identification of gp95[mask], a sorting protein, as being the 100 kda neurotensin ...",,
gemma4_31b,Q2_Medios,12072807,fibroblast growth factor receptor 2,FGFR2,fgfr2,fgfr2,alias_nebb,5,True,True,...sacral appendage associated with a mutation in fgfr2. we report a baby with craniosynostosis and a sacral append...,,
gemma4_31b,Q2_Medios,12370157,galactose-1-phosphate uridyltransferase,GALT,galt,galt,alias_nebb,4,True,True,... with the risk of ovarian cancer. deficiency in the [mask] (galt) enzyme results in accumulation of galactose and its metabo...,,
gemma4_31b,Q2_Medios,16329101,lysozyme,LYZ,lyz,lyz,alias_nebb,3,True,True,"...in exon 2 (p.t70n) and exon 4 (p.w112r) of the [mask] gene (lyz), with both mutations being present on the same allele. thi...",,
gemma4_31b,Q2_Medios,16473015,huntingtin,Htt,htt,htt,alias_nebb,3,True,True,...sorder caused by a polyglutamine repeat in the [mask] gene (htt). mitochondrial defects and protein aggregates are characte...,,
gemma4_31b,Q2_Medios,16944293,IFN-gamma receptor (IFNGR)-1 and 2,IFNGR-1,ifngr,ifngr,alias_nebb,5,True,False,"...n +874, in the [mask] gene at positions -56 and +95, in the ifngr-2 gene at the second position of codon 64 (gln64arg), and i...",,
gemma4_31b,Q2_Medios,17179145,UDP-glucuronosyltransferase 1A,UGT1A,ugt1a,ugt1a,alias_nebb,5,True,True,...used fluorescence resonance energy transfer (fret) to study ugt1a oligomerization in live cells. this technique demonstrated ...,,
gemma4_31b,Q2_Medios,18165231,CB1R,CB1,cb1,cb1,alias_nebb,3,True,True,...ratinocyte differentiation by inducing dna methylation in a cb1 receptor-dependent manner. anandamide (arachidonoylethanola...,,
gemma4_31b,Q2_Medios,19112833,AT1R,AT1,at1,at1,alias_nebb,3,True,True,...conclusions: it seems that i/d polymorphism ace gene and ac at1 gene influence the development of hypertension and lvh in h...,,
gemma4_31b,Q2_Medios,20378180,complement component C2,C2,c2,c2,alias_nebb,2,True,True,... (ivs1 and ivs6) and in the complement factor b/[mask] (cfb/c2) locus (ivs10 and h9l). main outcome measures: allele and g...,,
gemma4_31b,Q2_Medios,20504295,Spartin,SPG20,spg20,spg20,alias_nebb,5,True,True,...n is responsible for hereditary spastic paraplegia type 20 (spg20). [mask] is a multifunctional protein that associates with ...,,
gemma4_31b,Q2_Medios,20514075,histidine-triad nucleotide-binding protein-1,HINT1,hint1,hint1,alias_nebb,5,True,True,...association of the [mask] (hint1) gene variants with nicotine dependence. the [mask] gene (h...,,
gemma4_31b,Q2_Medios,22869146,microRNA-205,miR-205,mir-205,mir-205,alias_nebb,7,True,True,...inogenesis. here we show in prostate cancer that mirna-205 (mir-205) transcription is commonly repressed and the mir-205 locus ...,,
gemma4_31b,Q2_Medios,23334847,MID1,Midline 1,midline 1,midline 1,alias_nebb,9,True,True,...the e3 ubiquitin ligase midline 1 promotes allergen and rhinovirus-induced asthma by inhibiti...,,
gemma4_31b,Q2_Medios,26535939,FK506 binding protein 5,FKBP5,fkbp5,fkbp5,alias_nebb,5,True,True,... marijuana dependence: examining moderation by [mask] gene (fkbp5). the current study examined the prospective association be...,,
gemma4_31b,Q2_Medios,26753883,T-cell receptor (TCR) beta,TCRbeta,TCR,TCR,alias_nebb,3,True,False,...e cell lymphoma arises in thymocytes and requires transient tcr expression for thymic egress. anaplastic large cell lymphom...,,
gemma4_31b,Q2_Medios,30168048,complement 3,C3,c3,c3,alias_nebb,2,True,True,...at diagnosis. objectives: we investigated whether low serum c3 level can cross-sectionally estimate severe antineutrophil ...,,
gemma4_31b,Q2_Medios,33191341,Dickkopf-3,DKK3,dkk3,dkk3,alias_nebb,4,True,True,...ary stenosis in an asymptomatic chinese cohort. dickkopp-3 (dkk3) has been identified to play a protection role against athe...,,
gemma4_31b,Q2_Medios,34637032,CHIT1,chitotriosidase,chitotriosidase,chitotriosidase,alias_nebb,15,True,True,...increased plasma ykl-40 level and chitotriosidase activity in cystic fibrosis patients. we investigated plasm...,,
gemma4_31b,Q1_Super_Populares,12750767,IDDM2,INS,ins,ins,alias_nebb,3,True,True,...o determine whether combining iddm1/hla and [mask]/ [mask]( ins) 5' variable number of tandem repeat locus (vntr) genotypes...,,
gemma4_31b,Q1_Super_Populares,14758530,IL-1ra,IL1RN,il1rn,il1rn,alias_nebb,5,True,True,"...lleles of the [mask] gene were identified and designated as il1rn*1, il1rn*2, il1rn*3, il1rn*4, and il1rn*5, according to the...",,
gemma4_31b,Q1_Super_Populares,14986816,interleukin (IL)1alpha,IL1,il1,il1,alias_nebb,3,True,True,"... analysis of the [mask]( - 889), il1beta( - 511 and +3954), il1 receptor agonist (ra)(intron2 vntr), il4(intron3 vntr) and ...",,
gemma4_31b,Q1_Super_Populares,15802968,CC-chemokine receptor 5,CCR5,ccr5,ccr5,alias_nebb,4,True,True,...frequency of the ccr5-delta32 mutant allele is not increased in belgian hepatitis...,,
gemma4_31b,Q1_Super_Populares,18154472,cytochrome P450 (CYP) 2C9 and 2C19,CYP2C9,CYP,CYP2C9,resposta,6,False,True,...ned by a high-performance liquid chromatography method. the cyp2c9 and [mask] genotypes were analyzed by polymerase chain reac...,,
gemma4_31b,Q1_Super_Populares,18160396,adenomatous polyposis coli protein,APC,apc,apc,alias_nebb,3,True,True,...ications for cell survival. the adenomatous polyposis coli (apc) protein tumor suppressor is mutated in the majority of col...,,
gemma4_31b,Q1_Super_Populares,18674658,"interleukin (IL)-4, -10, and -13",IL-4,IL,IL,alias_nebb,2,True,True,"...mined 72 single nucleotide polymorphisms (snps) in 6 genes: il-4, il-4 receptor, [mask], [mask] receptor alpha, [mask] rec...",,
gemma4_31b,Q1_Super_Populares,21035110,interleukin-1,IL1,il1,il1,alias_nebb,3,True,True,"...0026 respectively). the a1 allele and a1/a1 genotype of the il1-rn-vntr were significantly increased in cp (p(corr)=0.0007,...",,
gemma4_31b,Q1_Super_Populares,21097678,p38 mitogen-activated protein kinase,p38,p38,p38,alias_nebb,3,True,True,...ancer cell migration is mediated by nag-1 induction via the p38 mapk-p75(ntr) pathway. the nonsteroidal anti-inflammatory d...,,
gemma4_31b,Q1_Super_Populares,27781293,methylenetetrahydrofolate reductase,MTHFR,mthfr,mthfr,alias_nebb,5,True,True,...methotrexate elimination and toxicity: mthfr 677c>t polymorphism in patients with primary cns lymphoma t...,,
gemma4_31b,Q1_Super_Populares,29120858,osteopontin,OPN,opn,opn,alias_nebb,3,True,True,"..., pinp, piiinp), fibrosis controlling factors - ostepontin (opn), transforming growth factor (tgf1-beta) and connective tis...",,
gemma4_31b,Q1_Super_Populares,31727962,Androgen Receptor,AR,ar,ar,alias_nebb,2,True,True,"...(p = 0.045), but decreased from group 3 through to group 4. ar splice variant 7 (arv7) and glucocorticoid receptor (gr) tr...",,
gemma4_31b,Q1_Super_Populares,33446896,CD117,KIT,kit,kit,alias_nebb,3,True,True,"...ression and activation by its ligand stem cell factor (scf, kit ligand, steel factor) alter prostate cancer aggressiveness,...",,
gemma4_31b,Q1_Super_Populares,33813478,mir-21,mir21,mir21,mir21,alias_nebb,5,True,True,"... were able to determine 49 samples of hsa-mir210-3p and hsa-mir21-3p from maternal plasma, 44 samples of hsa-mir210-3p and 37...",,
gemma4_31b,Q1_Super_Populares,36546586,MDM2) and 4,MDM2,mdm2,mdm2,alias_nebb,4,True,True,...linical trials with drugs that prevent interactions between mdm2/mdm4 and p53. bone marrow samples from 111 patients with ac...,,
gemma4_31b,Q1_Super_Populares,38441376,p38 MAP kinase,p38,p38,p38,alias_nebb,3,True,True,... 10 days +- anti-cd40/recombinant il-4 +- inhibitor of phos-p38. culture supernatants were assayed for ige (elisa). phos-[m...,,
llama3.3_70b,Q4_Cauda_Longa,10543404,"PABP4, 1, and 2",PABP4,pabp4,pabp4,alias_nebb,5,True,True,"...abp (ipabp), and pabp3, plus four pseudogenes (1, 2, 3, and pabp4). in situ hybridization of pabp3 cdna as the probe on metap...",,
llama3.3_70b,Q4_Cauda_Longa,11054531,keratinocyte differentiation-associated protein,Kdap,kdap,kdap,alias_nebb,4,True,True,"...kdap, a novel gene associated with the stratification of the epi...",,
llama3.3_70b,Q4_Cauda_Longa,18844450,testis serine protease 1,T-SP1,t-sp1,t-sp1,alias_nebb,5,True,True,...t-sp1: a novel serine protease-like protein predominantly express...,,
llama3.3_70b,Q4_Cauda_Longa,21252223,SWI5-MEI5,SAE3,sae3,sae3,alias_nebb,4,True,True,"...ologous recombination repair, the budding yeast counterpart sae3-mei5 is meiosis-specific, interacts with dmc1, and promotes...",,
llama3.3_70b,Q4_Cauda_Longa,26884884,dual-specificity phosphatase 5 pseudogene 1,DUSP5P1,dusp5p1,dusp5p1,alias_nebb,7,True,True,...high expression of [mask] (dusp5p1) is associated with poor prognosis in acute myeloid leukemi...,,
llama3.3_70b,Q4_Cauda_Longa,29084806,LOC102723505,ROCR,rocr,rocr,alias_nebb,4,True,True,...the long non-coding rna rocr contributes to sox9 expression and chondrogenic differentia...,,
llama3.3_70b,Q4_Cauda_Longa,29110645,Long intergenic non-protein-coding RNA 1567,LOCCS,loccs,loccs,alias_nebb,5,True,True,"...n ability, and tumorigenicity of cd133+/cd166+/cd44+ cells. loccs-sirna and pcdna-loccs plasmid vectors were constructed and ...",,
llama3.3_70b,Q4_Cauda_Longa,29518376,C8orf46,VEXIN,vexin,vexin,alias_nebb,5,True,True,...[mask] homolog encodes a novel protein vexin that is required for neurogenesis in xenopus laevis. neural...,,
llama3.3_70b,Q4_Cauda_Longa,30275189,miR-3148,miR3148,mir3148,mir3148,alias_nebb,7,True,True,"... advantage of hct116 cells stably expressing [mask] (hct116-mir3148) was observed compared to parental cells in vivo, but not i...",,
llama3.3_70b,Q4_Cauda_Longa,30539011,MicroRNA-4739,miRNA-4739,mirna-4739,mirna-4739,alias_nebb,10,True,True,"...pendent cohorts, qrt-pcr validation confirmed the increased mirna-4739 level in patients with cli versus patients without cli. mir...",,
llama3.3_70b,Q4_Cauda_Longa,31012177,miR-567,miRNA-567,mirna-567,mirna-567,alias_nebb,9,True,True,"... experimental evidence confirmed that cmras was a sponge of mirna-567 and released its direct target, ptprg. cmras overexpression...",,
llama3.3_70b,Q4_Cauda_Longa,31019085,LOC105372576,WAKMAR1,wakmar1,wakmar1,alias_nebb,7,True,True,...human skin long noncoding rna wakmar1 regulates wound healing by enhancing keratinocyte migration...,,
llama3.3_70b,Q4_Cauda_Longa,31197235,LINC00284,NRAD1,nrad1,nrad1,alias_nebb,5,True,True,...aldh1a3-regulated long non-coding rna nrad1 is a potential novel target for triple-negative breast tumo...,,
llama3.3_70b,Q4_Cauda_Longa,31200545,LOC151484,Lnc-ITM2C-1,lnc-itm2c-1,lnc-itm2c-1,alias_nebb,11,True,True,...lnc-itm2c-1 and gpr55 are proviral host factors for hepatitis c virus. ...,,
llama3.3_70b,Q4_Cauda_Longa,31364107,microRNA-8073,miRNA-8073,mirna-8073,mirna-8073,alias_nebb,10,True,True,...mirna-8073 targets znt1 to inhibit malignant progression of ovarian ca...,,
llama3.3_70b,Q4_Cauda_Longa,31582779,miR-4484,miRNA-4484,mirna-4484,mirna-4484,alias_nebb,10,True,True,...a novel mirna-4484 is up-regulated on microarray and associated with increased...,,
llama3.3_70b,Q4_Cauda_Longa,32000125,LINC01011,CISAL,cisal,cisal,alias_nebb,5,True,True,...lncrna cisal inhibits brca1 transcription by forming a tertiary structur...,,
llama3.3_70b,Q4_Cauda_Longa,32461121,LINC00998,SMIM30,smim30,smim30,alias_nebb,6,True,True,...peptide smim30 promotes hcc development by inducing src/yes1 membrane anch...,,
llama3.3_70b,Q4_Cauda_Longa,32583575,microRNA-620,MiRNA-620,mirna-620,mirna-620,alias_nebb,9,True,True,...mirna-620 promotes tgf-beta1-induced proliferation of airway smooth m...,,
llama3.3_70b,Q4_Cauda_Longa,33046716,LINC01546,VAL,val,val,alias_nebb,3,True,True,...akt-induced lncrna val promotes emt-independent metastasis through diminishing tri...,,
llama3.3_70b,Q4_Cauda_Longa,33505972,linc01013,Aerrie,aerrie,aerrie,alias_nebb,6,True,True,...long non-coding rna aerrie controls dna damage repair via ybx1 to maintain endothelial...,,
llama3.3_70b,Q4_Cauda_Longa,33789307,MiR-3161,miRNA-3161,mirna-3161,mirna-3161,alias_nebb,10,True,True,...l in patients. rs2953 t allele introduced a binding site to mirna-3161 and thus decreased luciferase activity. conclusion: polymor...,,
llama3.3_70b,Q4_Cauda_Longa,35034552,ADORA2A antisense RNA 1,ADORA2A-AS1,adora2a-as1,adora2a-as1,alias_nebb,11,True,True,...he potential role and molecular mechanism of lncrna [mask] (adora2a-as1) in cml. we found that the expression of adora2a-as1 was up...,,
llama3.3_70b,Q4_Cauda_Longa,35050429,miR-4510,miRNA-4510,mirna-4510,mirna-4510,alias_nebb,10,True,True,...cantly lower than that in the adjacent tissues (p < 0.001). mirna-4510 expression in gpc3-gc was significantly lower than that in ...,,
llama3.3_70b,Q4_Cauda_Longa,35388952,DLG1 Antisense RNA 1,DLG1-AS1,dlg1-as1,dlg1-as1,alias_nebb,8,True,True,...lncrna dlg1-as1 promotes cervical cancer cell gemcitabine resistance by reg...,,
llama3.3_70b,Q4_Cauda_Longa,37009826,LINC00493,SMIM26,smim26,smim26,alias_nebb,6,True,True,...[mask]-encoded microprotein smim26 exerts anti-metastatic activity in renal cell carcinoma. hu...,,
llama3.3_70b,Q4_Cauda_Longa,37014032,Myoregulin,MLN,mln,mln,alias_nebb,3,True,True,"...cidic residue in the calcium pump regulator [mask]. [mask] (mln) is a member of the regulin family, a group of homologous m...",,
llama3.3_70b,Q4_Cauda_Longa,37612290,C12ORF40,REDIC1,redic1,redic1,alias_nebb,6,True,True,...a novel recombination protein [mask]/redic1 is required for meiotic crossover formation. during meiosis...,,
llama3.3_70b,Q4_Cauda_Longa,38300343,mir-4638,MicroRNA-4638,microrna 4638,MicroRNA-4638,resposta,13,False,True,...in vivo validation of the functional role of microrna-4638-3p in breast cancer bone metastasis. purpose: skeletal meta...,,
llama3.3_70b,Q4_Cauda_Longa,6672765,c-K-ras-1,K-ras-1,k-ras-1,k-ras-1,alias_nebb,7,True,True,"...regional chromosomal localization of n-ras, k-ras-1, k-ras-2 and myb oncogenes in human cells. the identificati...",,
llama3.3_70b,Q3_Baixa_Popularidade,10072585,peptidyl prolyl isomerase-like 1,PPIL1,ppil1,ppil1,alias_nebb,5,True,True,...reassignment of [mask] gene (ppil1) to human chromosome region 6p21.1 by radiation hybrid mapp...,,
llama3.3_70b,Q3_Baixa_Popularidade,10713113,isovaleryl-CoA dehydrogenase,IVD,ivd,ivd,alias_nebb,3,True,True,"...nborn error of metabolism caused by a deficiency of [mask] (ivd), a nucleus-encoded, homotetrameric, mitochondrial flavoenz...",,
llama3.3_70b,Q3_Baixa_Popularidade,11802782,tandem-PH-domain-containing protein-1,TAPP1,tapp1,tapp1,alias_nebb,5,True,True,"...at the tandem-pleckstrin-homology-domain-containing protein tapp1 interacts with ptd(3,4)p2 and the multi-pdz-domain-containi...",,
llama3.3_70b,Q3_Baixa_Popularidade,12432938,leukotriene B4 12-hydroxydehydrogenase,12-LTB4DH,ltb4dh,ltb4dh,alias_nebb,6,True,True,...13-pgr was also found to exhibit nadp+-dependent [mask] (12-ltb4dh) activity. these enzymes are considered to be the key enzym...,,
llama3.3_70b,Q3_Baixa_Popularidade,19240024,Melanoregulin,DSU,dsu,dsu,alias_nebb,3,True,True,"...pithelial cells. [mask] ([mask]), the product of the [mask](dsu) gene, is a small highly charged protein, hypothesized to p...",,
llama3.3_70b,Q3_Baixa_Popularidade,20541370,vesicular glutamate transporter 2,"VGLUT2 
VGLUTs",vglut2,vglut2,alias_nebb,6,True,False,...resequencing of the [mask] gene (vglut2) reveals some rare genetic variants that may increase the g...,,
llama3.3_70b,Q3_Baixa_Popularidade,23355646,ZP2,ZPA,zpa,zpa,alias_nebb,3,True,True,"...m proteins interact with zona pellucida (zp) glycoproteins, zpa/2, zpb/4 and zpc/3? summary answer: co-precipitation experi...",,
llama3.3_70b,Q3_Baixa_Popularidade,24120948,MicroRNAs-449a and -449b,miRs-449a and -449b,mirs,mirs,alias_nebb,4,True,True,...s to illustrate the relationship between the expressions of mirs-449a and -449b to retinoblastoma proliferation and apoptosi...,,
llama3.3_70b,Q3_Baixa_Popularidade,24972756,NFKB activating protein-like,NKAPL,nkapl,nkapl,alias_nebb,5,True,True,...resequencing and association study of the [mask] gene (nkapl) in schizophrenia. objectives: schizophrenia is a highly in...,,
llama3.3_70b,Q3_Baixa_Popularidade,29062717,alpha-N-acetylgalactosaminidase,NAGA,naga,naga,alias_nebb,4,True,True,"...y to determine the activity of the lysosomal enzyme [mask] (naga, ec 3.2.1.49) in human serum. it is based on the use of a n...",,
llama3.3_70b,Q3_Baixa_Popularidade,30053862,TP53RK,TPRKB,tprkb,tprkb,alias_nebb,5,True,True,"... the genes encoding the four keops subunits: osgep, [mask], tprkb, and lage3. case presentation: we detected a novel homozygo...",,
llama3.3_70b,Q3_Baixa_Popularidade,31416616,apoptosis related protein 3,APR3,apr3,apr3,alias_nebb,4,True,True,...ng protein of nell-1. results showed that nell-1 and [mask](apr3) expression levels were high in odontoblasts and inversely ...,,
llama3.3_70b,Q3_Baixa_Popularidade,31932686,Lck interacting transmembrane adaptor 1,LIME1,lime1,lime1,alias_nebb,5,True,True,"...dence of ase in one or both cell types. in the [mask] gene (lime1), for example, we were able to show that in both cell types...",,
llama3.3_70b,Q3_Baixa_Popularidade,32332102,TRAPgamma,SSR3,ssr3,ssr3,alias_nebb,4,True,True,"... a patient with a homozygous start codon variant in [mask] (ssr3), absence of [mask] causes disruption of the trap complex, ...",,
llama3.3_70b,Q3_Baixa_Popularidade,32367058,sorbitol dehydrogenase,SORD,sord,sord,alias_nebb,4,True,True,...biallelic mutations in sord cause a common and potentially treatable hereditary neuropa...,,
llama3.3_70b,Q3_Baixa_Popularidade,33467738,"miR-16, -29a and -134",miR-16-5p,mir-16,mir-16,alias_nebb,6,True,True,"... measured using quantitative real time pcr (qpcr). elevated mir-16-5p, -29a-3p, and -134-5p levels were observed in women, who...",,
llama3.3_70b,Q3_Baixa_Popularidade,37822942,MicroRNA-510,miR-510-5p,mir-510,mir-510,alias_nebb,7,True,True,...mechanism of cav1 loss is unknown. we previously identified mir-510-5p as a novel oncomir and propose here that the high levels...,,
llama3.3_70b,Q2_Medios,10380976,prepronociceptin,NOCISTATIN PRECURSOR PEPTIDE: Nociceptin,nocistatin,nocistatin,alias_nebb,10,True,False,"...identification of human, rat and mouse nocistatin in brain and human nocistatin in brain and human cerebrospi...",,
llama3.3_70b,Q2_Medios,11309369,Ectodysplasin,EDA,eda,eda,alias_nebb,3,True,True,...binds to the edar protein. anhidrotic ectodermal dysplasia (eda) is an x-linked disorder characterized by abnormal developm...,,
llama3.3_70b,Q2_Medios,12072807,fibroblast growth factor receptor 2,FGFR2,fgfr2,fgfr2,alias_nebb,5,True,True,...sacral appendage associated with a mutation in fgfr2. we report a baby with craniosynostosis and a sacral append...,,
llama3.3_70b,Q2_Medios,12370157,galactose-1-phosphate uridyltransferase,GALT,galt,galt,alias_nebb,4,True,True,... with the risk of ovarian cancer. deficiency in the [mask] (galt) enzyme results in accumulation of galactose and its metabo...,,
llama3.3_70b,Q2_Medios,16329101,lysozyme,LYZ,lyz,lyz,alias_nebb,3,True,True,"...in exon 2 (p.t70n) and exon 4 (p.w112r) of the [mask] gene (lyz), with both mutations being present on the same allele. thi...",,
llama3.3_70b,Q2_Medios,16473015,huntingtin,Htt,htt,htt,alias_nebb,3,True,True,...sorder caused by a polyglutamine repeat in the [mask] gene (htt). mitochondrial defects and protein aggregates are characte...,,
llama3.3_70b,Q2_Medios,18165231,CB1R,CB1,cb1,cb1,alias_nebb,3,True,True,...ratinocyte differentiation by inducing dna methylation in a cb1 receptor-dependent manner. anandamide (arachidonoylethanola...,,
llama3.3_70b,Q2_Medios,19112833,AT1R,AT1,at1,at1,alias_nebb,3,True,True,...conclusions: it seems that i/d polymorphism ace gene and ac at1 gene influence the development of hypertension and lvh in h...,,
llama3.3_70b,Q2_Medios,19234517,folliculin,BHD,bhd,bhd,alias_nebb,3,True,True,...in mtor activation and renal tumorigenesis. birt-hogg-dube (bhd) syndrome is a tumor-suppressor gene disorder characterized...,,
llama3.3_70b,Q2_Medios,20378180,complement component C2,C2,c2,c2,alias_nebb,2,True,True,... (ivs1 and ivs6) and in the complement factor b/[mask] (cfb/c2) locus (ivs10 and h9l). main outcome measures: allele and g...,,
llama3.3_70b,Q2_Medios,20514075,histidine-triad nucleotide-binding protein-1,HINT1,hint1,hint1,alias_nebb,5,True,True,...association of the [mask] (hint1) gene variants with nicotine dependence. the [mask] gene (h...,,
llama3.3_70b,Q2_Medios,20629673,Filaggrin,FLG,flg,flg,alias_nebb,3,True,True,...rom a tertiary dermatology clinic. background: [mask] null (flg) mutations lead to skin barrier disruption with a reduced r...,,
llama3.3_70b,Q2_Medios,21738396,versican,VCAN,vcan,vcan,alias_nebb,4,True,True,...a new vcan/[mask] splice acceptor site mutation in a french wagner fam...,,
llama3.3_70b,Q2_Medios,21789713,RLN2,H2 relaxin,h2,h2,alias_nebb,2,True,True,...dual blockade of pka and nf-kappab inhibits h2 relaxin-mediated castrate-resistant growth of prostate canc...,,
llama3.3_70b,Q2_Medios,22493371,5-HT2B,5-HTR2B,htr2b,htr2b,alias_nebb,5,True,True,"...study of the serotonin (5-ht) receptors 5-htr1a, 5-htr1b, 5-htr2b and 5-htr4 in frozen samples of ovary, and benign, borderli...",,
llama3.3_70b,Q2_Medios,22869146,microRNA-205,miR-205,mir-205,mir-205,alias_nebb,7,True,True,...inogenesis. here we show in prostate cancer that mirna-205 (mir-205) transcription is commonly repressed and the mir-205 locus ...,,
llama3.3_70b,Q2_Medios,26535939,FK506 binding protein 5,FKBP5,fkbp5,fkbp5,alias_nebb,5,True,True,... marijuana dependence: examining moderation by [mask] gene (fkbp5). the current study examined the prospective association be...,,
llama3.3_70b,Q2_Medios,26753883,T-cell receptor (TCR) beta,TCRbeta,TCR,TCR,alias_nebb,3,True,False,...e cell lymphoma arises in thymocytes and requires transient tcr expression for thymic egress. anaplastic large cell lymphom...,,
llama3.3_70b,Q2_Medios,30168048,complement 3,C3,c3,c3,alias_nebb,2,True,True,...at diagnosis. objectives: we investigated whether low serum c3 level can cross-sectionally estimate severe antineutrophil ...,,
llama3.3_70b,Q2_Medios,31881225,miR-139,microRNA-139-5p,microrna 139,microRNA-139-5p,resposta,15,False,True,... indicated that the 3'utr of notch1 contained the motif for microrna-139-5p binding. co-transfection with the luciferase reporter conta...,,
llama3.3_70b,Q2_Medios,33191341,Dickkopf-3,DKK3,dkk3,dkk3,alias_nebb,4,True,True,...ary stenosis in an asymptomatic chinese cohort. dickkopp-3 (dkk3) has been identified to play a protection role against athe...,,
llama3.3_70b,Q2_Medios,35993046,Receptor Activator of Nuclear Factor-kappaB,"RANKL 
RANK",rank,rank,alias_nebb,4,True,False,...ffect of osteoprotectin (opg)/[mask] ligand (rankl)/[mask] (rank) gene methylation on aortic valve calcified. to evaluate th...,,
llama3.3_70b,Q2_Medios,37170124,repressor element-1 silencing transcription factor,REST,rest,rest,alias_nebb,4,True,True,...tinase subfamily identifies usp3 as a protein stabilizer of rest blocking neuronal differentiation and promotes neuroblastom...,,
llama3.3_70b,Q1_Super_Populares,12750767,IDDM2,INS,ins,ins,alias_nebb,3,True,True,...o determine whether combining iddm1/hla and [mask]/ [mask]( ins) 5' variable number of tandem repeat locus (vntr) genotypes...,,
llama3.3_70b,Q1_Super_Populares,12941811,androgen receptor,AR,ar,ar,alias_nebb,2,True,True,".... here we report the identification of gelsolin (gsn) as an ar-associated protein. hydroxyflutamide (hf), as well as andro...",,
llama3.3_70b,Q1_Super_Populares,14758530,IL-1ra,IL1RN,il1rn,il1rn,alias_nebb,5,True,True,"...lleles of the [mask] gene were identified and designated as il1rn*1, il1rn*2, il1rn*3, il1rn*4, and il1rn*5, according to the...",,
llama3.3_70b,Q1_Super_Populares,14986816,interleukin (IL)1alpha,IL1,il1,il1,alias_nebb,3,True,True,"... analysis of the [mask]( - 889), il1beta( - 511 and +3954), il1 receptor agonist (ra)(intron2 vntr), il4(intron3 vntr) and ...",,
llama3.3_70b,Q1_Super_Populares,15802968,CC-chemokine receptor 5,CCR5,ccr5,ccr5,alias_nebb,4,True,True,...frequency of the ccr5-delta32 mutant allele is not increased in belgian hepatitis...,,
llama3.3_70b,Q1_Super_Populares,17310371,insulin,INS,ins,ins,alias_nebb,3,True,True,...ed for all children and 1090 children also had [mask] gene (ins) variable number of tandem repeats (vntr) typing. results: ...,,
llama3.3_70b,Q1_Super_Populares,18160396,adenomatous polyposis coli protein,APC,apc,apc,alias_nebb,3,True,True,...ications for cell survival. the adenomatous polyposis coli (apc) protein tumor suppressor is mutated in the majority of col...,,
llama3.3_70b,Q1_Super_Populares,19170767,beta-amyloid precursor protein,APP,app,app,alias_nebb,3,True,True,"...aromyces cerevisiae. in an attempt to express human [mask] (app) in yeast, we fortuitously found that this protein is only ...",,
llama3.3_70b,Q1_Super_Populares,19712061,leucine-rich repeat kinase 2,LRRK2,lrrk2,lrrk2,alias_nebb,5,True,True,...homo- and heterodimerization of roco kinases: lrrk2 kinase inhibition by the lrrk2 roco fragment. mutations in ...,,
llama3.3_70b,Q1_Super_Populares,21035110,interleukin-1,IL1,il1,il1,alias_nebb,3,True,True,"...0026 respectively). the a1 allele and a1/a1 genotype of the il1-rn-vntr were significantly increased in cp (p(corr)=0.0007,...",,
llama3.3_70b,Q1_Super_Populares,21097678,p38 mitogen-activated protein kinase,p38,p38,p38,alias_nebb,3,True,True,...ancer cell migration is mediated by nag-1 induction via the p38 mapk-p75(ntr) pathway. the nonsteroidal anti-inflammatory d...,,
llama3.3_70b,Q1_Super_Populares,24915949,insulin-like growth factor-1,IGF-1,igf,igf,alias_nebb,3,True,False,"...xpression of [mask] ([mask]), insulin-like growth factor-2 (igf-2), and insulin-like growth factor binding protein-3 (igfbp...",,
llama3.3_70b,Q1_Super_Populares,27781293,methylenetetrahydrofolate reductase,MTHFR,mthfr,mthfr,alias_nebb,5,True,True,...methotrexate elimination and toxicity: mthfr 677c>t polymorphism in patients with primary cns lymphoma t...,,
llama3.3_70b,Q1_Super_Populares,28629373,programmed cell death protein 1,PD-1,pd-1,pd-1,alias_nebb,4,True,True,...imp-1 impairs t cell function via upregulation of tigit and pd-1 in patients with acute myeloid leukemia. background: t cell...,,
llama3.3_70b,Q1_Super_Populares,29120858,osteopontin,OPN,opn,opn,alias_nebb,3,True,True,"..., pinp, piiinp), fibrosis controlling factors - ostepontin (opn), transforming growth factor (tgf1-beta) and connective tis...",,
llama3.3_70b,Q1_Super_Populares,29150654,glucocorticoid receptor,GR,gr,gr,alias_nebb,2,True,True,"...but in certain cell types, it can also activate the [mask] (gr). both mr and gr are structurally and functionally related ...",,
