estrato,pmid,geneid,hgnc_symbol,status,forma_casada,trecho_evidencia
Q1_Super_Populares,15995945,6532,5-HTT; HTT; OCD1; SERT1; SLC6A4,sobreviveu,,
Q1_Super_Populares,29862445,2475,FLJ44809; FRAP; FRAP1; FRAP2; MTOR; RAFT1; RAPT1; mTOR,sobreviveu,,
Q1_Super_Populares,25684485,2950,FAEES3; GST3; GSTP; GSTP1,sobreviveu,,
Q1_Super_Populares,23784844,6647,ALS; ALS1; IPOA; SOD1,sobreviveu,,
Q1_Super_Populares,35236823,3091,HIF-1alpha; HIF1; HIF1A; MOP1; PASD8; bHLHe78,sobreviveu,,
Q1_Super_Populares,17304884,3106,AS; HLA-B,descarte_a_fora_abstract,,
Q1_Super_Populares,15848527,7040,CED; DPD1; TGFB; TGFB1; TGFbeta,sobreviveu,,
Q1_Super_Populares,16923217,2950,FAEES3; GST3; GSTP; GSTP1,sobreviveu,,
Q1_Super_Populares,29356224,3553,IL-1B; IL1-BETA; IL1B; IL1F2,sobreviveu,,
Q1_Super_Populares,29267651,2952,GSTT1,sobreviveu,,
Q1_Super_Populares,31708372,3815,C-Kit; CD117; KIT; PBT; SCFR,sobreviveu,,
Q1_Super_Populares,12810720,2908,GR; GRL; NR3C1,sobreviveu,,
Q1_Super_Populares,22828925,5595,ERK-1; ERK1; MAPK3; PRKM3; p44erk1; p44mapk,sobreviveu,,
Q1_Super_Populares,20301468,4000,CMD1A; HGPS; LGMD1B; LMN1; LMNA; LMNL1; MADA; PRO1,sobreviveu,,
Q1_Super_Populares,33742100,355,APO-1; APT1; CD95; FAS; FAS1; TNFRSF6,descarte_a_fora_abstract,,
Q1_Super_Populares,11895912,4292,COCA2; FCC2; HNPCC; HNPCC2; MLH-1; MLH1,sobreviveu,,
Q1_Super_Populares,37916628,1565,CPD6; CYP2D; CYP2D6; CYP2D7AP; CYP2D7BP; CYP2D7P2; CYP2D8P2; CYP2DL1; P450-DB1; P450C2D,sobreviveu,,
Q1_Super_Populares,14671208,50943,AIID; DIETER; FOXP3; IPEX; JM2; PIDX; SCURFIN; XPID,sobreviveu,,
Q1_Super_Populares,26635038,6772,ISGF-3; STAT1; STAT91,sobreviveu,,
Q1_Super_Populares,35619132,5290,PI3K; PIK3CA,sobreviveu,,
Q1_Super_Populares,12167656,5743,COX2; PTGS2,descarte_a_fora_abstract,,
Q1_Super_Populares,18539162,7316,UBC,descarte_a_fora_abstract,,
Q1_Super_Populares,17637462,7515,RCC; XRCC1,sobreviveu,,
Q1_Super_Populares,20392877,595,BCL1; CCND1; D11S287E; PRAD1; U21B31,sobreviveu,,
Q1_Super_Populares,37326977,3576,3-10C; AMCF-I; CXCL8; GCP-1; GCP1; IL-8; IL8; K60; LECT; LUCT; LYNAP; MDNCF; MONAP; NAF; NAP-1; NAP1; SCYB8; TSG-1; b-ENAP,sobreviveu,,
Q1_Super_Populares,30115631,999,CD324; CDH1; UVO; uvomorulin,sobreviveu,,
Q1_Super_Populares,20920548,110806262,,descarte_nao_verificavel,,
Q1_Super_Populares,12388552,7852,CD184; CXCR4; D2S201E; HM89; HSY3RR; LESTR; NPY3R; NPYR; NPYY3R; fusin,sobreviveu,,
Q1_Super_Populares,27249767,1493,CD; CD152; CELIAC3; CTLA-4; CTLA4; GSE; IDDM12,descarte_a_fora_abstract,,
Q1_Super_Populares,25538040,5290,PI3K; PIK3CA,descarte_b_no_abstract,PI3K,"ork Involving beta-Catenin, e-Cadherin, PI3k/Akt, and Slug Balances Self-Renewal and"
Q1_Super_Populares,33502650,5970,NFKB3; RELA; p65,sobreviveu,,
Q1_Super_Populares,15598682,387,ARH12; ARHA; RHOA; RHOH12; Rho12,sobreviveu,,
Q1_Super_Populares,11978563,3123,HLA-DR1B; HLA-DRB1,sobreviveu,,
Q1_Super_Populares,19184427,7157,LFS1; TP53; p53,sobreviveu,,
Q1_Super_Populares,18987997,5747,FADK; FAK; FAK1; PPP1R71; PTK2,sobreviveu,,
Q1_Super_Populares,20485444,2908,GR; GRL; NR3C1,descarte_a_fora_abstract,,
Q1_Super_Populares,22301914,5444,ESA; PON; PON1,sobreviveu,,
Q1_Super_Populares,19479998,6347,CCL2; GDCF-2; HC11; MCAF; MCP-1; MCP1; MGC9434; SCYA2; SMC-CF,sobreviveu,,
Q1_Super_Populares,12855573,6772,ISGF-3; STAT1; STAT91,sobreviveu,,
Q1_Super_Populares,29779167,2932,GSK3B,descarte_a_fora_abstract,,
Q1_Super_Populares,32417757,4312,CLG; MMP1,sobreviveu,,
Q1_Super_Populares,21928234,1401,CRP; PTX1,sobreviveu,,
Q1_Super_Populares,30266980,3576,3-10C; AMCF-I; CXCL8; GCP-1; GCP1; IL-8; IL8; K60; LECT; LUCT; LYNAP; MDNCF; MONAP; NAF; NAP-1; NAP1; SCYB8; TSG-1; b-ENAP,sobreviveu,,
Q1_Super_Populares,29024602,3309,BiP; GRP78; HSPA5,sobreviveu,,
Q1_Super_Populares,18806268,3320,FLJ31884; HSP90AA1; HSP90N; HSPC1; HSPCA; HSPCAL4; Hsp89; Hsp90,sobreviveu,,
Q1_Super_Populares,34638586,5728,BZS; MHAM; MMAC1; PTEN; PTEN1; TEP1,sobreviveu,,
Q1_Super_Populares,12459519,348,AD2; APOE,sobreviveu,,
Q1_Super_Populares,29903026,3458,IFNG,sobreviveu,,
Q1_Super_Populares,35145272,595,BCL1; CCND1; D11S287E; PRAD1; U21B31,sobreviveu,,
Q1_Super_Populares,20532959,5444,ESA; PON; PON1,sobreviveu,,
Q1_Super_Populares,27468582,2950,FAEES3; GST3; GSTP; GSTP1,sobreviveu,,
Q1_Super_Populares,19660434,6387,CXCL12; PBSF; SCYB12; SDF-1a; SDF-1b; SDF1; SDF1A; SDF1B; TLSF-a; TLSF-b; TPAR1,sobreviveu,,
Q1_Super_Populares,19845758,50943,AIID; DIETER; FOXP3; IPEX; JM2; PIDX; SCURFIN; XPID,sobreviveu,,
Q1_Super_Populares,18266953,5594,ERK; ERK2; MAPK1; MAPK2; PRKM1; PRKM2; p41mapk,sobreviveu,,
Q1_Super_Populares,23573235,596,BCL2; Bcl-2; PPP1R50,sobreviveu,,
Q1_Super_Populares,22011446,2064,CD340; ERBB2; HER-2; HER2; MLN-19; NEU; NGL; c-ERB-2; c-ERB2; p185(erbB2),sobreviveu,,
Q1_Super_Populares,21123564,3952,LEP; OB; OBS,descarte_b_no_abstract,LEP,"ice. In hyperglycemic, leptin-deficient Lep(ob/ob) mice, leptin acutely and potentl"
Q1_Super_Populares,32769117,351,AD1; APP; alpha-sAPP,sobreviveu,,
Q1_Super_Populares,22499302,6696,BNSP; BSPI; ETA-1; OPN; SPP1; lnc-PKD2-2-3,sobreviveu,,
Q1_Super_Populares,20142237,836,CASP3; CPP32; CPP32B; Yama; apopain,sobreviveu,,
Q1_Super_Populares,29277264,1432,CSBP1; CSBP2; CSPB1; MAPK14; Mxi2; PRKM14; PRKM15; p38; p38alpha,sobreviveu,,
Q1_Super_Populares,16786764,3123,HLA-DR1B; HLA-DRB1,sobreviveu,,
Q1_Super_Populares,32382012,3146,DKFZp686A04236; HMG1; HMG3; HMGB1; SBP-1,descarte_b_no_abstract,HMGB1,The HMGB1-RAGE axis modulates the growth of autop
Q1_Super_Populares,24647635,2100,ER-beta; ESR2; Erb; NR3A2,sobreviveu,,
Q1_Super_Populares,27967213,114548,AGTAVPRL; AII; AVP; C1orf7; CIAS1; CLR1.1; DFNA34; FCAS; FCU; MWS; NALP3; NLRP3; PYPAF1,sobreviveu,,
Q1_Super_Populares,12748184,387,ARH12; ARHA; RHOA; RHOH12; Rho12,sobreviveu,,
Q1_Super_Populares,15166010,4088,HsT17436; JV15-2; MADH3; SMAD3,sobreviveu,,
Q1_Super_Populares,17702745,387,ARH12; ARHA; RHOA; RHOH12; Rho12,sobreviveu,,
Q1_Super_Populares,9840288,3107,D6S204; HLA-C; HLA-JY3; PSORS1,sobreviveu,,
Q1_Super_Populares,15748844,351,AD1; APP; alpha-sAPP,descarte_a_fora_abstract,,
Q1_Super_Populares,21623265,4233,DFNB97; HGFR; MET; RCCP2,descarte_b_no_abstract,MET,dual mesenchymal-epithelial transition (MET) and anaplastic lymphoma kinase (ALK) i
Q1_Super_Populares,3022150,5243,ABC20; ABCB1; CD243; CLCS; GP170; MDR1; P-gp; PGY1; p-170,sobreviveu,,
Q1_Super_Populares,33348207,2099,ER; ER-alpha; ESR; ESR1; Era; NR3A1,sobreviveu,,
Q1_Super_Populares,16915393,5444,ESA; PON; PON1,sobreviveu,,
Q1_Super_Populares,22629130,4879,NPPB,sobreviveu,,
Q1_Super_Populares,25192544,2033,EP300; KAT3B; p300,sobreviveu,,
Q1_Super_Populares,24255178,324,APC; DP2; DP2.5; DP3; PPP1R46,descarte_a_fora_abstract,,
Q1_Super_Populares,7600101,3958,GALIG; LGALS2; LGALS3; MAC-2,sobreviveu,,
Q1_Super_Populares,14555820,6387,CXCL12; PBSF; SCYB12; SDF-1a; SDF-1b; SDF1; SDF1A; SDF1B; TLSF-a; TLSF-b; TPAR1,sobreviveu,,
Q1_Super_Populares,32415260,59272,ACE2; ACEH,sobreviveu,,
Q1_Super_Populares,29654697,4609,MYC; MYCC; bHLHe39; c-Myc,sobreviveu,,
Q1_Super_Populares,18923427,7515,RCC; XRCC1,sobreviveu,,
Q1_Super_Populares,32541093,10413,YAP-1; YAP1; YAP65,sobreviveu,,
Q1_Super_Populares,30021884,6647,ALS; ALS1; IPOA; SOD1,descarte_a_fora_abstract,,
Q1_Super_Populares,15496409,7097,CD282; TIL4; TLR2,descarte_b_no_abstract,TLR2,originates at the Toll-like receptor 2 (TLR2). Ras associates with TLR2 and activate
Q1_Super_Populares,27992423,1636,ACE; ACE1; CD143; DCP1,descarte_b_no_abstract,ACE,D: The angiotensin-I converting enzyme (ACE) plays a central role in the renin-angi
Q1_Super_Populares,33545068,4233,DFNB97; HGFR; MET; RCCP2,descarte_a_fora_abstract,,
Q1_Super_Populares,26365350,4088,HsT17436; JV15-2; MADH3; SMAD3,sobreviveu,,
Q1_Super_Populares,36512647,4313,CLG4; CLG4A; MMP-2; MMP2; TBE-1,sobreviveu,,
Q1_Super_Populares,33530501,3605,CTLA8; IL-17; IL-17A; IL17; IL17A,sobreviveu,,
Q1_Super_Populares,19059448,6532,5-HTT; HTT; OCD1; SERT1; SLC6A4,sobreviveu,,
Q1_Super_Populares,15169570,5925,OSRC; PPP1R130; RB; RB1,descarte_b_no_abstract,RB,plex is active as it phosphorylates the Rb protein in kinase assays. Confocal fluo
Q1_Super_Populares,35078819,4233,DFNB97; HGFR; MET; RCCP2,descarte_b_no_abstract,MET,Functional Analysis of MET Exon 14 Skipping Alteration in Cancer I
Q1_Super_Populares,23653000,6387,CXCL12; PBSF; SCYB12; SDF-1a; SDF-1b; SDF1; SDF1A; SDF1B; TLSF-a; TLSF-b; TPAR1,sobreviveu,,
Q1_Super_Populares,22986536,4851,NOTCH1; TAN1,sobreviveu,,
Q1_Super_Populares,30797824,3107,D6S204; HLA-C; HLA-JY3; PSORS1,sobreviveu,,
Q1_Super_Populares,15179406,5243,ABC20; ABCB1; CD243; CLCS; GP170; MDR1; P-gp; PGY1; p-170,sobreviveu,,
Q1_Super_Populares,24886358,332,API4; BIRC5; EPR-1; survivin,descarte_b_no_abstract,survivin,Survivin safeguards chromosome numbers and prote
Q1_Super_Populares,30257941,2100,ER-beta; ESR2; Erb; NR3A2,sobreviveu,,
Q1_Super_Populares,28164497,1543,CP11; CYP1; CYP1A1; P1-450; P450-C; P450DX,sobreviveu,,
Q1_Super_Populares,11953881,7852,CD184; CXCR4; D2S201E; HM89; HSY3RR; LESTR; NPY3R; NPYR; NPYY3R; fusin,sobreviveu,,
Q1_Super_Populares,30419336,675,BRCA2; BRCC2; FACD; FAD; FAD1; FANCD; FANCD1; XRCC11,descarte_a_fora_abstract,,
Q1_Super_Populares,19411071,2064,CD340; ERBB2; HER-2; HER2; MLN-19; NEU; NGL; c-ERB-2; c-ERB2; p185(erbB2),sobreviveu,,
Q1_Super_Populares,17306151,2147,F2,descarte_a_fora_abstract,,
Q1_Super_Populares,30774747,332,API4; BIRC5; EPR-1; survivin,sobreviveu,,
Q1_Super_Populares,28938488,672,BRCA1; BRCC1; FANCS; PPP1R53; RNF53,sobreviveu,,
Q1_Super_Populares,20301609,4000,CMD1A; HGPS; LGMD1B; LMN1; LMNA; LMNL1; MADA; PRO1,sobreviveu,,
Q1_Super_Populares,37171185,3479,IGF; IGF-I; IGF1; IGF1A; IGFI,sobreviveu,,
Q1_Super_Populares,20062916,7450,F8VWF; VWF,descarte_b_no_abstract,VWF,"eficiency of the von Willebrand factor (VWF) cleaving protease, ADAMTS13. We measur"
Q1_Super_Populares,18674658,3586,CSIF; IL-10; IL10; IL10A; TGIF,sobreviveu,,
Q1_Super_Populares,32820146,596,BCL2; Bcl-2; PPP1R50,descarte_b_no_abstract,BCL2,"nation of Beclin1, interrupting Beclin1-Bcl2 interaction, and accumulating the autop"
Q1_Super_Populares,19275584,836,CASP3; CPP32; CPP32B; Yama; apopain,descarte_a_fora_abstract,,
Q1_Super_Populares,27863385,207,AKT; AKT1; PKB; PRKBA; RAC; RAC-alpha,sobreviveu,,
Q1_Super_Populares,26440368,2147,F2,descarte_a_fora_abstract,,
Q1_Super_Populares,11826754,1493,CD; CD152; CELIAC3; CTLA-4; CTLA4; GSE; IDDM12,sobreviveu,,
Q1_Super_Populares,27154418,79068,ALKBH9; FTO; IFEX9; KIAA1752; MGC5149,sobreviveu,,
Q1_Super_Populares,18597093,7422,VEGF; VEGF-A; VEGFA; VPF,sobreviveu,,
Q1_Super_Populares,31980649,4000,CMD1A; HGPS; LGMD1B; LMN1; LMNA; LMNL1; MADA; PRO1,descarte_a_fora_abstract,,
Q1_Super_Populares,30257460,4137,DDPAC; FLJ31424; FTDP-17; MAPT; MAPTL; MGC138549; MSTD; MTBT1; MTBT2; PPND; PPP1R103; TAU; Tau-PHF6; tau; tau-40,descarte_b_no_abstract,tau,Filamentous Aggregates of Tau Proteins Fulfil Standard Amyloid Criter
Q1_Super_Populares,18218989,1401,CRP; PTX1,sobreviveu,,
Q1_Super_Populares,26154535,1636,ACE; ACE1; CD143; DCP1,sobreviveu,,
Q1_Super_Populares,17449720,4846,ECNOS; NOS3; eNOS,sobreviveu,,
Q1_Super_Populares,23568005,595,BCL1; CCND1; D11S287E; PRAD1; U21B31,sobreviveu,,
Q1_Super_Populares,19933216,2944,GST1; GSTM1; H-B; MU,sobreviveu,,
Q1_Super_Populares,34941945,1499,CTNNB; CTNNB1; armadillo; beta-catenin,sobreviveu,,
Q1_Super_Populares,16395669,2950,FAEES3; GST3; GSTP; GSTP1,sobreviveu,,
Q1_Super_Populares,11807408,1813,D2R; DRD2,descarte_b_no_abstract,DRD2,ter region of the dopamine D2 receptor (DRD2) gene (i.e. -141C Ins/Del) and variable
Q1_Super_Populares,24271034,367,AIS; AR; DHTR; HUMARA; NR3C4; SBMA; SMAX1,sobreviveu,,
Q1_Super_Populares,15688415,4790,KBF1; NF-kB1; NF-kappaB; NFKB-p50; NFKB1; NFkappaB; p105; p50,sobreviveu,,
Q1_Super_Populares,14694183,3458,IFNG,sobreviveu,,
Q1_Super_Populares,29742291,5133,CD279; PD-1; PD1; PDCD1; SLEB2; hSLE1,sobreviveu,,
Q1_Super_Populares,32897953,4288,Ki-67; MIB-1; MKI67; PPP1R105,descarte_b_no_abstract,Ki-67,Impact of Ki-67 Labeling Index on Prognostic Significan
Q1_Super_Populares,23656924,4879,NPPB,sobreviveu,,
Q1_Super_Populares,32359123,4846,ECNOS; NOS3; eNOS,descarte_b_no_abstract,eNOS,ent relaxation in diabetes through TLR4/eNOS pathway.   Endothelium-dependent relaxa
Q1_Super_Populares,17575262,5594,ERK; ERK2; MAPK1; MAPK2; PRKM1; PRKM2; p41mapk,sobreviveu,,
Q1_Super_Populares,28956745,5468,NR1C3; PPARG; PPARG1; PPARG2; PPARgamma,sobreviveu,,
Q1_Super_Populares,16414014,1543,CP11; CYP1; CYP1A1; P1-450; P450-C; P450DX,sobreviveu,,
Q1_Super_Populares,16712842,7316,UBC,descarte_a_fora_abstract,,
Q1_Super_Populares,15821810,2153,F5; fV,sobreviveu,,
Q1_Super_Populares,11259576,3065,GON-10; HD1; HDAC1; KDAC1; RPD3L1,descarte_a_fora_abstract,,
Q1_Super_Populares,32916992,120892,DKFZp434H2111; FLJ45829; LRRK2; PARK8; RIPK7; ROCO2,sobreviveu,,
Q1_Super_Populares,29950413,6774,APRF; STAT3,sobreviveu,,
Q1_Super_Populares,12075579,5468,NR1C3; PPARG; PPARG1; PPARG2; PPARgamma,sobreviveu,,
Q1_Super_Populares,15858598,3458,IFNG,sobreviveu,,
Q1_Super_Populares,23559006,2932,GSK3B,sobreviveu,,
Q1_Super_Populares,10651488,1080,ABC35; ABCC7; CF; CFTR; CFTR/MRP; MRP7; TNR-CFTR; dJ760C5.1,sobreviveu,,
Q1_Super_Populares,25033841,4869,B23; NPM; NPM1,sobreviveu,,
Q1_Super_Populares,30808881,3106,AS; HLA-B,descarte_b_no_abstract,HLA-B,isease and genetic interactions between HLA-B*51 and variants in genes of autoinflamm
Q1_Super_Populares,17969487,1636,ACE; ACE1; CD143; DCP1,sobreviveu,,
Q1_Super_Populares,32412125,367,AIS; AR; DHTR; HUMARA; NR3C4; SBMA; SMAX1,sobreviveu,,
Q1_Super_Populares,27368002,1956,EGFR; ERBB; ERBB1; ERRP,sobreviveu,,
Q1_Super_Populares,20541434,3952,LEP; OB; OBS,sobreviveu,,
Q1_Super_Populares,26315483,10413,YAP-1; YAP1; YAP65,sobreviveu,,
Q1_Super_Populares,17392368,3458,IFNG,sobreviveu,,
Q1_Super_Populares,14526083,6647,ALS; ALS1; IPOA; SOD1,descarte_b_no_abstract,SOD1,pe nonneuronal cells extend survival of SOD1 mutant motor neurons in ALS mice.   The
Q1_Super_Populares,18588978,2932,GSK3B,sobreviveu,,
Q1_Super_Populares,25051498,3458,IFNG,sobreviveu,,
Q1_Super_Populares,21330910,1234,CC-CKR-5; CCR5; CD195; CKR-5; CKR5; CMKBR5; IDDM22,descarte_a_fora_abstract,,
Q1_Super_Populares,29358618,2146,ENX-1; EZH1; EZH2; KMT6; KMT6A,sobreviveu,,
Q1_Super_Populares,20802378,3557,ICIL-1RA; IL-1RN; IL1F3; IL1RA; IL1RN; IRAP; MGC10430,descarte_a_fora_abstract,,
Q1_Super_Populares,12915460,675,BRCA2; BRCC2; FACD; FAD; FAD1; FANCD; FANCD1; XRCC11,sobreviveu,,
Q1_Super_Populares,37816710,23411,SIR2L1; SIRT1,sobreviveu,,
Q1_Super_Populares,26348925,3480,CD221; IGF1R; IGFIR; IGFR; JTK13; MGC18216,descarte_a_fora_abstract,,
Q1_Super_Populares,17160992,3690,CD61; GP3A; GPIIIa; ITGB3,descarte_a_fora_abstract,,
Q1_Super_Populares,28269754,5290,PI3K; PIK3CA,sobreviveu,,
Q1_Super_Populares,25306918,7316,UBC,descarte_b_no_abstract,ubiquitin C,Ubiquitin chain elongation requires E3-dependent tr
Q1_Super_Populares,19888426,64127,BLAU; CARD15; CD; CLR16.3; IBD1; NLRC2; NOD2; PSORAS1,descarte_a_fora_abstract,,
Q1_Super_Populares,21169230,348,AD2; APOE,sobreviveu,,
Q1_Super_Populares,36678277,6532,5-HTT; HTT; OCD1; SERT1; SLC6A4,sobreviveu,,
Q1_Super_Populares,31318609,3605,CTLA8; IL-17; IL-17A; IL17; IL17A,sobreviveu,,
Q1_Super_Populares,12417054,183,AGT; SERPINA8,sobreviveu,,
Q1_Super_Populares,20524403,1026,CAP20; CDKN1; CDKN1A; CIP1; P21; SDI1; WAF1; p21; p21CIP1; p21Cip1/Waf1,descarte_b_no_abstract,p21,P53 codon 72 and p21 codon 31 polymorphisms and susceptibili
Q1_Super_Populares,25299052,7099,ARMD10; CD284; TLR-4; TLR4; hToll,sobreviveu,,
Q1_Super_Populares,21524306,5599,JNK; JNK1; MAPK8; PRKM8; SAPK1,sobreviveu,,
Q1_Super_Populares,25975956,960,CD44; CD44R; CDw44; CSPG8; ECM-III; H-CAM; HCELL; HUTCH-1; HUTCH-I; Hermes-1; IN; MC56; MDU2; MDU3; MIC4; PGP-1; Pgp1,descarte_b_no_abstract,IN,aining glycans and the enzymes involved in their synthesis for invasion and surviv
Q1_Super_Populares,16649250,1029,ARF; CAI2; CDK4I; CDKN2; CDKN2A; CMM2; INK4; INK4a; MLM; MTS1; P16-INK4A; p14; p14ARF; p16; p16INK4a; p19; p19Arf,sobreviveu,,
Q1_Super_Populares,18789554,1956,EGFR; ERBB; ERBB1; ERRP,sobreviveu,,
Q1_Super_Populares,20823837,3119,CELIAC1; HLA-DQB; HLA-DQB1; IDDM1,descarte_a_fora_abstract,,
Q1_Super_Populares,27885704,64127,BLAU; CARD15; CD; CLR16.3; IBD1; NLRC2; NOD2; PSORAS1,sobreviveu,,
Q1_Super_Populares,19403568,2099,ER; ER-alpha; ESR; ESR1; Era; NR3A1,sobreviveu,,
Q1_Super_Populares,20658730,596,BCL2; Bcl-2; PPP1R50,sobreviveu,,
Q1_Super_Populares,20458532,675,BRCA2; BRCC2; FACD; FAD; FAD1; FANCD; FANCD1; XRCC11,sobreviveu,,
Q1_Super_Populares,24924396,3958,GALIG; LGALS2; LGALS3; MAC-2,sobreviveu,,
Q1_Super_Populares,16076904,3688,CD29; FNRB; GPIIA; ITGB1; MDF2; MSK12,sobreviveu,,
Q1_Super_Populares,20693905,5468,NR1C3; PPARG; PPARG1; PPARG2; PPARgamma,sobreviveu,,
Q1_Super_Populares,11913978,7421,NR1I1; PPP1R163; VDR,sobreviveu,,
Q1_Super_Populares,25820929,6387,CXCL12; PBSF; SCYB12; SDF-1a; SDF-1b; SDF1; SDF1A; SDF1B; TLSF-a; TLSF-b; TPAR1,descarte_a_fora_abstract,,
Q1_Super_Populares,22022391,6772,ISGF-3; STAT1; STAT91,sobreviveu,,
Q1_Super_Populares,11229461,3106,AS; HLA-B,sobreviveu,,
Q1_Super_Populares,23677639,999,CD324; CDH1; UVO; uvomorulin,sobreviveu,,
Q1_Super_Populares,21320563,7097,CD282; TIL4; TLR2,sobreviveu,,
Q1_Super_Populares,16035619,3690,CD61; GP3A; GPIIIa; ITGB3,descarte_a_fora_abstract,,
Q1_Super_Populares,21061795,596,BCL2; Bcl-2; PPP1R50,sobreviveu,,
Q1_Super_Populares,27535224,472,ATA; ATC; ATD; ATDC; ATM; TEL1; TELO1,sobreviveu,,
Q1_Super_Populares,35059842,355,APO-1; APT1; CD95; FAS; FAS1; TNFRSF6,sobreviveu,,
Q1_Super_Populares,15569594,3576,3-10C; AMCF-I; CXCL8; GCP-1; GCP1; IL-8; IL8; K60; LECT; LUCT; LYNAP; MDNCF; MONAP; NAF; NAP-1; NAP1; SCYB8; TSG-1; b-ENAP,sobreviveu,,
Q1_Super_Populares,16160620,1813,D2R; DRD2,sobreviveu,,
Q1_Super_Populares,33226740,3815,C-Kit; CD117; KIT; PBT; SCFR,sem_doc,,
Q1_Super_Populares,22163344,920,CD4; Leu-3; T4,sobreviveu,,
Q1_Super_Populares,11787859,581,BAX; BCL2L4,sobreviveu,,
Q1_Super_Populares,23284937,3688,CD29; FNRB; GPIIA; ITGB1; MDF2; MSK12,sobreviveu,,
Q1_Super_Populares,1695900,2147,F2,descarte_a_fora_abstract,,
Q1_Super_Populares,16980336,348,AD2; APOE,sobreviveu,,
Q1_Super_Populares,16971956,3586,CSIF; IL-10; IL10; IL10A; TGIF,sobreviveu,,
Q1_Super_Populares,29373608,3576,3-10C; AMCF-I; CXCL8; GCP-1; GCP1; IL-8; IL8; K60; LECT; LUCT; LYNAP; MDNCF; MONAP; NAF; NAP-1; NAP1; SCYB8; TSG-1; b-ENAP,sobreviveu,,
Q1_Super_Populares,20637736,6532,5-HTT; HTT; OCD1; SERT1; SLC6A4,sobreviveu,,
Q1_Super_Populares,28416193,3952,LEP; OB; OBS,sobreviveu,,
Q1_Super_Populares,24953558,7040,CED; DPD1; TGFB; TGFB1; TGFbeta,sobreviveu,,
Q1_Super_Populares,20578216,2099,ER; ER-alpha; ESR; ESR1; Era; NR3A1,sobreviveu,,
Q1_Super_Populares,12914571,4524,MTHFR,sobreviveu,,
Q1_Super_Populares,24915949,3479,IGF; IGF-I; IGF1; IGF1A; IGFI,sobreviveu,,
Q1_Super_Populares,15889231,9370,ACDC; ACRP30; ADIPOQ; GBP28; adiponectin; apM1,descarte_b_no_abstract,adiponectin,Regulating adiponectin: of flax and flux.   
Q1_Super_Populares,25245053,207,AKT; AKT1; PKB; PRKBA; RAC; RAC-alpha,sobreviveu,,
Q1_Super_Populares,28561677,29126,B7-H; B7-H1; B7H1; CD274; PD-L1; PDCD1LG1; PDL1,sobreviveu,,
Q1_Super_Populares,19578686,627,BDNF,sobreviveu,,
Q1_Super_Populares,23867821,5290,PI3K; PIK3CA,descarte_b_no_abstract,PI3K,ollowing treatment of cancer cells with PI3K inhibitors attenuates their antitumor e
Q1_Super_Populares,17314097,4790,KBF1; NF-kB1; NF-kappaB; NFKB-p50; NFKB1; NFkappaB; p105; p50,sobreviveu,,
Q1_Super_Populares,18160396,324,APC; DP2; DP2.5; DP3; PPP1R46,sobreviveu,,
Q1_Super_Populares,19565552,3106,AS; HLA-B,sobreviveu,,
Q1_Super_Populares,12050583,3119,CELIAC1; HLA-DQB; HLA-DQB1; IDDM1,sobreviveu,,
Q1_Super_Populares,20447705,3077,HFE; HFE1; HLA-H,sobreviveu,,
Q1_Super_Populares,11469465,3119,CELIAC1; HLA-DQB; HLA-DQB1; IDDM1,sobreviveu,,
Q1_Super_Populares,23164639,2950,FAEES3; GST3; GSTP; GSTP1,descarte_a_fora_abstract,,
Q1_Super_Populares,22580443,4313,CLG4; CLG4A; MMP-2; MMP2; TBE-1,sobreviveu,,
Q1_Super_Populares,32544536,2100,ER-beta; ESR2; Erb; NR3A2,sobreviveu,,
Q1_Super_Populares,14693408,154,ADRB2; ADRB2R; ADRBR; ARB2; B2AR; BAR,sobreviveu,,
Q1_Super_Populares,18941937,4524,MTHFR,sobreviveu,,
Q1_Super_Populares,27394002,3091,HIF-1alpha; HIF1; HIF1A; MOP1; PASD8; bHLHe78,sobreviveu,,
Q1_Super_Populares,24967401,5290,PI3K; PIK3CA,descarte_b_no_abstract,PI3K,hat target GBM are urgently needed. The PI3K/AKT/PTEN signaling pathway is frequentl
Q1_Super_Populares,30704758,4318,CLG4B; MMP9,sobreviveu,,
Q1_Super_Populares,22883195,857,CAV; CAV1,sobreviveu,,
Q1_Super_Populares,39358380,3309,BiP; GRP78; HSPA5,descarte_a_fora_abstract,,
Q1_Super_Populares,33543443,5728,BZS; MHAM; MMAC1; PTEN; PTEN1; TEP1,sobreviveu,,
Q1_Super_Populares,18805107,1401,CRP; PTX1,sobreviveu,,
Q1_Super_Populares,20072139,1493,CD; CD152; CELIAC3; CTLA-4; CTLA4; GSE; IDDM12,sobreviveu,,
Q1_Super_Populares,17106238,1029,ARF; CAI2; CDK4I; CDKN2; CDKN2A; CMM2; INK4; INK4a; MLM; MTS1; P16-INK4A; p14; p14ARF; p16; p16INK4a; p19; p19Arf,sobreviveu,,
Q1_Super_Populares,26543556,672,BRCA1; BRCC1; FANCS; PPP1R53; RNF53,sobreviveu,,
Q1_Super_Populares,11140838,3630,IDDM1; IDDM2; INS,descarte_a_fora_abstract,,
Q1_Super_Populares,20876529,7852,CD184; CXCR4; D2S201E; HM89; HSY3RR; LESTR; NPY3R; NPYR; NPYY3R; fusin,sobreviveu,,
Q1_Super_Populares,26530498,2932,GSK3B,sobreviveu,,
